dataset,model,spot_id,x,y,cell_type
osmFISH Pseudospot,novosparc,pseudospot_y41_x23,19959.38096986487,35247.41745742094,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y41_x24,20808.71633028465,35247.41745742094,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y41_x25,21658.051690704433,35247.41745742094,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y41_x26,22507.387051124213,35247.41745742094,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x0,424.6676802098908,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x1,1274.0030406296723,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x2,2123.338401049454,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x3,2972.6737614692356,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x4,3822.0091218890175,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x5,4671.344482308799,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x6,5520.67984272858,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x7,6370.015203148362,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x8,7219.350563568144,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x9,8068.685923987926,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x10,8918.021284407707,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x11,9767.356644827489,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x12,10616.69200524727,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x13,11466.027365667052,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x14,12315.362726086834,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x15,13164.698086506616,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x16,14014.033446926396,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x17,14863.368807346178,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x18,15712.70416776596,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x19,16562.03952818574,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x20,17411.374888605522,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x21,18260.710249025306,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x22,19110.045609445086,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x23,19959.38096986487,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x24,20808.71633028465,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y42_x25,21658.051690704433,36096.75281784072,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x0,424.6676802098908,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x1,1274.0030406296723,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x2,2123.338401049454,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x3,2972.6737614692356,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x4,3822.0091218890175,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x5,4671.344482308799,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x6,5520.67984272858,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x7,6370.015203148362,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x8,7219.350563568144,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x9,8068.685923987926,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x10,8918.021284407707,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x11,9767.356644827489,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x12,10616.69200524727,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x13,11466.027365667052,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x14,12315.362726086834,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x15,13164.698086506616,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x16,14014.033446926396,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x17,14863.368807346178,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x18,15712.70416776596,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x19,16562.03952818574,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x20,17411.374888605522,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x21,18260.710249025306,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x22,19110.045609445086,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x23,19959.38096986487,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x24,20808.71633028465,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x25,21658.051690704433,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x27,23356.722411543997,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y43_x28,24206.057771963777,36946.0881782605,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x0,424.6676802098908,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x1,1274.0030406296723,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x2,2123.338401049454,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x3,2972.6737614692356,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x4,3822.0091218890175,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x5,4671.344482308799,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x6,5520.67984272858,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x7,6370.015203148362,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x8,7219.350563568144,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x9,8068.685923987926,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x10,8918.021284407707,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x11,9767.356644827489,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x12,10616.69200524727,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x13,11466.027365667052,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x14,12315.362726086834,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x15,13164.698086506616,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x16,14014.033446926396,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x17,14863.368807346178,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x18,15712.70416776596,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x19,16562.03952818574,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x20,17411.374888605522,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x21,18260.710249025306,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x22,19110.045609445086,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y44_x24,20808.71633028465,37795.42353868028,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y44_x26,22507.387051124213,37795.42353868028,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x0,424.6676802098908,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x2,2123.338401049454,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x3,2972.6737614692356,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x4,3822.0091218890175,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x5,4671.344482308799,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x6,5520.67984272858,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x7,6370.015203148362,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x8,7219.350563568144,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x9,8068.685923987926,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x10,8918.021284407707,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x11,9767.356644827489,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x12,10616.69200524727,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x13,11466.027365667052,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x14,12315.362726086834,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x15,13164.698086506616,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x16,14014.033446926396,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x17,14863.368807346178,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x18,15712.70416776596,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x19,16562.03952818574,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x20,17411.374888605522,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x21,18260.710249025306,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y45_x24,20808.71633028465,38644.75889910007,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x0,424.6676802098908,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x1,1274.0030406296723,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x2,2123.338401049454,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x3,2972.6737614692356,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x4,3822.0091218890175,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x5,4671.344482308799,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x6,5520.67984272858,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x7,6370.015203148362,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x8,7219.350563568144,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x9,8068.685923987926,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x10,8918.021284407707,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x11,9767.356644827489,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x12,10616.69200524727,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x13,11466.027365667052,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x14,12315.362726086834,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x15,13164.698086506616,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x16,14014.033446926396,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x17,14863.368807346178,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x18,15712.70416776596,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x19,16562.03952818574,39494.09425951984,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y46_x20,17411.374888605522,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x22,19110.045609445086,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y46_x23,19959.38096986487,39494.09425951984,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x0,424.6676802098908,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x1,1274.0030406296723,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x2,2123.338401049454,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x3,2972.6737614692356,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x4,3822.0091218890175,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x5,4671.344482308799,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x6,5520.67984272858,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x7,6370.015203148362,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x8,7219.350563568144,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x9,8068.685923987926,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x10,8918.021284407707,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x11,9767.356644827489,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x12,10616.69200524727,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x13,11466.027365667052,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x14,12315.362726086834,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x15,13164.698086506616,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x16,14014.033446926396,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x17,14863.368807346178,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x20,17411.374888605522,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y47_x21,18260.710249025306,40343.42961993963,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x0,424.6676802098908,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x1,1274.0030406296723,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x2,2123.338401049454,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x3,2972.6737614692356,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x4,3822.0091218890175,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x5,4671.344482308799,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x6,5520.67984272858,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x7,6370.015203148362,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x8,7219.350563568144,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x9,8068.685923987926,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x10,8918.021284407707,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x11,9767.356644827489,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x13,11466.027365667052,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x14,12315.362726086834,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x15,13164.698086506616,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x16,14014.033446926396,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x17,14863.368807346178,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x18,15712.70416776596,41192.76498035941,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y48_x19,16562.03952818574,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y48_x20,17411.374888605522,41192.76498035941,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x0,424.6676802098908,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x1,1274.0030406296723,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x2,2123.338401049454,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x3,2972.6737614692356,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x4,3822.0091218890175,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x5,4671.344482308799,42042.100340779194,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y49_x6,5520.67984272858,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x7,6370.015203148362,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x8,7219.350563568144,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x9,8068.685923987926,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x10,8918.021284407707,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x11,9767.356644827489,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x12,10616.69200524727,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x13,11466.027365667052,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x14,12315.362726086834,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x15,13164.698086506616,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x17,14863.368807346178,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y49_x18,15712.70416776596,42042.100340779194,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x0,424.6676802098908,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x1,1274.0030406296723,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x2,2123.338401049454,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x3,2972.6737614692356,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x4,3822.0091218890175,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x5,4671.344482308799,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x6,5520.67984272858,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x7,6370.015203148362,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x8,7219.350563568144,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x9,8068.685923987926,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x10,8918.021284407707,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x11,9767.356644827489,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x12,10616.69200524727,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x13,11466.027365667052,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x14,12315.362726086834,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x15,13164.698086506616,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x16,14014.033446926396,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y50_x17,14863.368807346178,42891.43570119897,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x0,424.6676802098908,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x1,1274.0030406296723,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x2,2123.338401049454,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x3,2972.6737614692356,43740.771061618754,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y51_x5,4671.344482308799,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x6,5520.67984272858,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x7,6370.015203148362,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x8,7219.350563568144,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x9,8068.685923987926,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x10,8918.021284407707,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x11,9767.356644827489,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x12,10616.69200524727,43740.771061618754,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y51_x14,12315.362726086834,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y51_x15,13164.698086506616,43740.771061618754,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x0,424.6676802098908,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x1,1274.0030406296723,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x2,2123.338401049454,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x3,2972.6737614692356,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x4,3822.0091218890175,44590.10642203854,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y52_x5,4671.344482308799,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x6,5520.67984272858,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x7,6370.015203148362,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x8,7219.350563568144,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x9,8068.685923987926,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x10,8918.021284407707,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x11,9767.356644827489,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y52_x12,10616.69200524727,44590.10642203854,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x0,424.6676802098908,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x1,1274.0030406296723,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x2,2123.338401049454,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x3,2972.6737614692356,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x4,3822.0091218890175,45439.441782458314,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y53_x5,4671.344482308799,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x6,5520.67984272858,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x7,6370.015203148362,45439.441782458314,Hippocampus_Excitatory
osmFISH Pseudospot,novosparc,pseudospot_y53_x8,7219.350563568144,45439.441782458314,Interneuron
osmFISH Pseudospot,novosparc,pseudospot_y53_x9,8068.685923987926,45439.441782458314,Hippocampus_Excitatory
